sample_id,region,modality,raster_file,source_file,class_name,class_id,class_label_ru,n_objects_in_patch,classes_in_patch,height,width,crop_size,obj_w_px,obj_h_px,target_fits_inside,touches_border,used_crs_fallback,mask_bg_pixels,mask_kurgany_tselye_pixels,has_kurgany_tselye,mask_kurgany_povrezhdennye_pixels,has_kurgany_povrezhdennye,mask_gorodishcha_pixels,has_gorodishcha,mask_fortifikatsii_pixels,has_fortifikatsii,mask_arkhitektury_pixels,has_arkhitektury
000973,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye;kurgany_tselye,518,518,518,258.7079160427518,247.87613393716416,True,False,False,32494,21964,True,213866,True,0,False,0,False,0,False
000974,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,414,414,414,190.1140519836802,206.3356734065333,True,False,False,19082,0,False,152314,True,0,False,0,False,0,False
000975,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,15,kurgany_povrezhdennye,594,594,594,250.18619908716877,296.0686654781104,True,False,False,61395,0,False,291441,True,0,False,0,False,0,False
000976,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,15,kurgany_povrezhdennye,622,622,622,253.35743590489355,310.40764352278615,True,False,False,40430,0,False,346454,True,0,False,0,False,0,False
000977,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,18,kurgany_povrezhdennye,742,742,742,312.6920310267989,370.65582230653575,True,False,False,80765,0,False,469799,True,0,False,0,False,0,False
000978,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,582,582,582,266.0712656890812,290.8557974730778,True,False,False,51426,0,False,287298,True,0,False,0,False,0,False
000979,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,14,kurgany_povrezhdennye,520,520,520,245.15430909579996,259.1736529951431,True,False,False,46396,0,False,224004,True,0,False,0,False,0,False
000980,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye,558,558,558,184.11567297297344,278.46157791067776,True,False,False,40677,0,False,270687,True,0,False,0,False,0,False
000981,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,16,kurgany_povrezhdennye;kurgany_tselye,554,554,554,243.1661081593336,276.18145659540914,True,False,False,27109,3427,True,276380,True,0,False,0,False,0,False
000982,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye;kurgany_tselye,480,480,480,224.08868022028855,239.87060859777665,True,False,False,21171,1301,True,207928,True,0,False,0,False,0,False
000983,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,14,kurgany_povrezhdennye,544,544,544,271.5568506973631,243.1768625599924,True,False,False,93408,0,False,202528,True,0,False,0,False,0,False
000984,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye,410,410,410,189.93047897935625,204.12196798231597,True,False,False,4702,0,False,163398,True,0,False,0,False,0,False
000985,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye;kurgany_tselye,690,690,690,344.1650708252355,328.5056124065822,True,False,False,187193,1207,True,287700,True,0,False,0,False,0,False
000986,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,12,kurgany_povrezhdennye,602,602,602,300.69155964067244,225.4670018700704,True,False,False,88772,0,False,273632,True,0,False,0,False,0,False
000987,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,406,406,406,165.72891172719113,202.4916359780385,True,False,False,27970,0,False,136866,True,0,False,0,False,0,False
000988,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye;kurgany_tselye,476,476,476,215.36816383477856,237.86211024948275,True,False,False,100827,13926,True,111823,True,0,False,0,False,0,False
000989,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,4,kurgany_povrezhdennye,268,268,268,133.5635362076492,133.22431344526862,True,False,False,18760,0,False,53064,True,0,False,0,False,0,False
000990,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,314,314,314,107.33720993855316,156.47220691651836,True,False,False,51456,0,False,47140,True,0,False,0,False,0,False
000991,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,4,kurgany_povrezhdennye,330,330,330,164.38833149847508,159.4662452673958,True,False,False,47590,0,False,61310,True,0,False,0,False,0,False
000992,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye;kurgany_tselye,256,256,256,79.85243899281583,109.12627002214444,True,False,False,27181,18352,True,20003,True,0,False,0,False,0,False
000993,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,4,kurgany_povrezhdennye,412,412,412,205.13443541246156,171.78359365075173,True,False,False,58647,0,False,111097,True,0,False,0,False,0,False
000994,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,5,kurgany_povrezhdennye,394,394,394,196.156155220221,172.86992838590584,True,False,False,63150,0,False,92086,True,0,False,0,False,0,False
000995,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,26,kurgany_povrezhdennye;kurgany_tselye,1084,1084,1084,541.9631158606752,535.4645520443836,True,False,False,366309,6179,True,802568,True,0,False,0,False,0,False
000996,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,546,546,546,272.44553336639166,256.04136109328925,True,False,False,142409,0,False,155707,True,0,False,0,False,0,False
000997,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,348,348,348,173.66237028268043,145.65492555485886,True,False,False,45609,0,False,75495,True,0,False,0,False,0,False
000998,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,256,256,256,92.87621926981392,89.89513097322786,True,False,False,11869,0,False,53667,True,0,False,0,False,0,False
000999,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,256,256,256,90.92161888256118,115.94382049505344,True,False,False,32216,0,False,33320,True,0,False,0,False,0,False
001000,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,256,256,256,97.02364491298206,114.51440781344536,True,False,False,22013,0,False,43523,True,0,False,0,False,0,False
001001,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,518,518,518,258.22130686369087,224.6191877497189,True,False,False,95867,0,False,172457,True,0,False,0,False,0,False
001002,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,14,kurgany_povrezhdennye,746,746,746,364.4150710780884,372.7135766666733,True,False,False,106535,0,False,449981,True,0,False,0,False,0,False
001003,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,21,kurgany_povrezhdennye,836,836,836,417.9989158408463,377.7017328325964,True,False,False,112624,0,False,586272,True,0,False,0,False,0,False
001004,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,502,502,502,250.58559233088388,217.78158789480872,True,False,False,48872,0,False,203132,True,0,False,0,False,0,False
001005,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,15,kurgany_povrezhdennye,622,622,622,310.46360042409947,291.0864514854895,True,False,False,51729,0,False,335155,True,0,False,0,False,0,False
001006,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,17,kurgany_povrezhdennye,644,644,644,321.19035879613745,296.1403237839341,True,False,False,52064,0,False,362672,True,0,False,0,False,0,False
001007,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,428,428,428,213.95376574246777,212.82415993492404,True,False,False,59307,0,False,123877,True,0,False,0,False,0,False
001008,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye;kurgany_tselye,412,412,412,205.05696878068767,183.82816627605004,True,False,False,7372,17918,True,144454,True,0,False,0,False,0,False
001009,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye;kurgany_tselye,522,522,522,260.5395654775044,246.8714927320927,True,False,False,32314,17236,True,222934,True,0,False,0,False,0,False
001010,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye,526,526,526,244.5408289157637,262.36855898028693,True,False,False,60296,0,False,216380,True,0,False,0,False,0,False
001011,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,516,516,516,248.006814578533,257.40301044634515,True,False,False,93672,0,False,172584,True,0,False,0,False,0,False
001012,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,306,306,306,140.88330922181794,152.35189845771703,True,False,False,36833,0,False,56803,True,0,False,0,False,0,False
001013,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,332,332,332,165.1350497035209,160.61980841666815,True,False,False,32152,0,False,78072,True,0,False,0,False,0,False
001014,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,420,420,420,192.59290476095623,209.0388377008929,True,False,False,64682,0,False,111718,True,0,False,0,False,0,False
001015,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,362,362,362,161.43697032005477,180.09886447323942,True,False,False,42402,0,False,88642,True,0,False,0,False,0,False
001016,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,378,378,378,176.03750945067827,188.3174570275628,True,False,False,39483,0,False,103401,True,0,False,0,False,0,False
001017,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,336,336,336,162.3115756362578,167.93974122017315,True,False,False,9995,0,False,102901,True,0,False,0,False,0,False
001018,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,340,340,340,166.209288786621,169.00583116322352,True,False,False,16419,0,False,99181,True,0,False,0,False,0,False
001019,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,392,392,392,195.08029594783417,179.90503372608225,True,False,False,26640,0,False,127024,True,0,False,0,False,0,False
001020,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,15,kurgany_povrezhdennye,602,602,602,300.84231473969334,293.6688035351359,True,False,False,74325,0,False,288079,True,0,False,0,False,0,False
001021,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,446,446,446,222.38509118788457,219.8704361354804,True,False,False,41336,0,False,157580,True,0,False,0,False,0,False
001022,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,496,496,496,206.06942862969504,247.63903586171492,True,False,False,64510,0,False,181506,True,0,False,0,False,0,False
001023,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,402,402,402,200.0935455993628,190.555264372206,True,False,False,54122,0,False,107482,True,0,False,0,False,0,False
001024,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,474,474,474,236.22587695483543,205.3183131290603,True,False,False,115661,0,False,109015,True,0,False,0,False,0,False
001025,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,388,388,388,190.58301596901157,193.10604026523623,True,False,False,67644,0,False,82900,True,0,False,0,False,0,False
001026,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,366,366,366,148.4965176996685,182.0844135059257,True,False,False,40783,0,False,93173,True,0,False,0,False,0,False
001027,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,320,320,320,149.84812932553723,159.0172953529706,True,False,False,27134,0,False,75266,True,0,False,0,False,0,False
001028,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,352,352,352,123.47606963244448,175.43756088226047,True,False,False,26356,0,False,97548,True,0,False,0,False,0,False
001029,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,318,318,318,158.9383680443183,157.62135403216513,True,False,False,30053,0,False,71071,True,0,False,0,False,0,False
001030,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,344,344,344,171.60863115916848,161.79573096320283,True,False,False,52174,0,False,66162,True,0,False,0,False,0,False
001031,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,360,360,360,155.86003819479592,179.65729136003677,True,False,False,67543,0,False,62057,True,0,False,0,False,0,False
001032,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,398,398,398,191.9705048901844,198.79792073723556,True,False,False,104602,0,False,53802,True,0,False,0,False,0,False
001033,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,8,kurgany_povrezhdennye,466,466,466,201.9579686177772,232.4720951912682,True,False,False,91757,0,False,125399,True,0,False,0,False,0,False
001034,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,432,432,432,179.2001078510548,215.3130548072892,True,False,False,79103,0,False,107521,True,0,False,0,False,0,False
001035,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,5,kurgany_povrezhdennye,380,380,380,189.44913756334003,163.1573165579153,True,False,False,68550,0,False,75850,True,0,False,0,False,0,False
001036,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,5,kurgany_povrezhdennye,410,410,410,198.8916914840108,204.56106409411976,True,False,False,96248,0,False,71852,True,0,False,0,False,0,False
001037,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,3,kurgany_povrezhdennye,294,294,294,146.4525708788917,132.31022417533336,True,False,False,55292,0,False,31144,True,0,False,0,False,0,False
001038,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,4,kurgany_povrezhdennye,372,372,372,185.17503542824457,183.4582623837717,True,False,False,95133,0,False,43251,True,0,False,0,False,0,False
001039,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,3,kurgany_povrezhdennye,392,392,392,166.11957657382746,195.2043135648688,True,False,False,92225,0,False,61439,True,0,False,0,False,0,False
001040,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,430,430,430,214.68275515826977,189.0881810149328,True,False,False,97363,0,False,87537,True,0,False,0,False,0,False
001041,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,258,258,258,128.6686798254881,117.27305110533348,True,False,False,32096,0,False,34468,True,0,False,0,False,0,False
001042,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,12,kurgany_povrezhdennye,420,420,420,204.67159410937376,209.6955655513295,True,False,False,38911,0,False,137489,True,0,False,0,False,0,False
001043,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,310,310,310,151.52836226391616,154.91907408446946,True,False,False,15917,0,False,80183,True,0,False,0,False,0,False
001044,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye,460,460,460,229.05626742866363,222.7050025200317,True,False,False,57397,0,False,154203,True,0,False,0,False,0,False
001045,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye;kurgany_tselye,342,342,342,170.5611326056429,166.9874847306289,True,False,False,10671,1764,True,104529,True,0,False,0,False,0,False
001046,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,336,336,336,146.74544997745235,167.92837420463255,True,False,False,8707,0,False,104189,True,0,False,0,False,0,False
001047,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,328,328,328,150.62016088980266,163.0646736918403,True,False,False,14078,0,False,93506,True,0,False,0,False,0,False
001048,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,12,kurgany_povrezhdennye;kurgany_tselye,412,412,412,205.31910398275275,182.04960877059304,True,False,False,19032,18206,True,132506,True,0,False,0,False,0,False
001049,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,14,kurgany_povrezhdennye;kurgany_tselye,530,530,530,264.64241614097983,252.91548281885133,True,False,False,53850,27169,True,199881,True,0,False,0,False,0,False
001050,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,13,kurgany_povrezhdennye;kurgany_tselye,460,460,460,216.88504426505963,229.83638035112668,True,False,False,23175,21989,True,166436,True,0,False,0,False,0,False
001051,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,14,kurgany_povrezhdennye;kurgany_tselye,414,414,414,206.6593053634153,156.3834369367435,True,False,False,16185,23120,True,132091,True,0,False,0,False,0,False
001052,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,10,kurgany_povrezhdennye;kurgany_tselye,402,402,402,200.625641660287,197.77814291399687,True,False,False,15194,843,True,145567,True,0,False,0,False,0,False
001053,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,482,482,482,198.2859805668584,240.64459664725328,True,False,False,57025,0,False,175299,True,0,False,0,False,0,False
001054,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,6,kurgany_povrezhdennye,360,360,360,179.88958756903958,176.75230178966012,True,False,False,60784,0,False,68816,True,0,False,0,False,0,False
001055,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,4,kurgany_povrezhdennye,344,344,344,146.94891807389484,171.44482698276013,True,False,False,60375,0,False,57961,True,0,False,0,False,0,False
001056,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,12,kurgany_povrezhdennye,464,464,464,225.79494294476257,231.27478588351525,True,False,False,28320,0,False,186976,True,0,False,0,False,0,False
001057,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,470,470,470,234.0308281662732,193.2744726909437,True,False,False,31428,0,False,189472,True,0,False,0,False,0,False
001058,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,7,kurgany_povrezhdennye,350,350,350,174.5827558473578,144.95210168870076,True,False,False,23791,0,False,98709,True,0,False,0,False,0,False
001059,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,11,kurgany_povrezhdennye,528,528,528,230.8365046325931,263.53950083231905,True,False,False,39169,0,False,239615,True,0,False,0,False,0,False
001060,027_ТИМЕРЕВО,Li,03_Тимерево_Li_карты_g.tif,Тимерево_Li_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,9,kurgany_povrezhdennye,398,398,398,189.6596916927841,198.32267962378185,True,False,False,12532,0,False,145872,True,0,False,0,False,0,False
